OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysActivity_Census_Tract_Estimate,PhysActivity_Estimate_Confidence_Interval,PhysActivity_Map_Symbol_withinHSR,PhysActivity_County_Regional_Estimate,PhysActivity_Map_Symbol_State,PhysActivity_State_Estimate
344,8059010208,"Census Tract 102.08, Jefferson County, Colorado",Jefferson,4717,21,14.4,95% C.I.: 14 - 14.9,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
345,8059010213,"Census Tract 102.13, Jefferson County, Colorado",Jefferson,3945,21,14.7,95% C.I.: 14.2 - 15.1,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
346,8059010304,"Census Tract 103.04, Jefferson County, Colorado",Jefferson,2264,21,14,95% C.I.: 13.6 - 14.3,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
347,8059009839,"Census Tract 98.39, Jefferson County, Colorado",Jefferson,1809,21,13.9,95% C.I.: 13.6 - 14.3,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
348,8059060300,"Census Tract 603, Jefferson County, Colorado",Jefferson,3502,21,14,95% C.I.: 13.6 - 14.4,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
349,8059060500,"Census Tract 605, Jefferson County, Colorado",Jefferson,4012,21,14.3,95% C.I.: 13.9 - 14.7,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
350,8059060400,"Census Tract 604, Jefferson County, Colorado",Jefferson,2736,21,13.9,95% C.I.: 13.5 - 14.3,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
351,8059009851,"Census Tract 98.51, Jefferson County, Colorado",Jefferson,2885,21,15.2,95% C.I.: 14.8 - 15.6,Fourth Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
352,8059009837,"Census Tract 98.37, Jefferson County, Colorado",Jefferson,3003,21,14.1,95% C.I.: 13.8 - 14.4,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
353,8059009838,"Census Tract 98.38, Jefferson County, Colorado",Jefferson,4331,21,14.5,95% C.I.: 14.1 - 14.8,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
354,8059009827,"Census Tract 98.27, Jefferson County, Colorado",Jefferson,4806,21,14.1,95% C.I.: 13.7 - 14.6,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
355,8059009815,"Census Tract 98.15, Jefferson County, Colorado",Jefferson,4057,21,14,95% C.I.: 13.7 - 14.3,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
356,8059009808,"Census Tract 98.08, Jefferson County, Colorado",Jefferson,4757,21,13.8,95% C.I.: 13.5 - 14.1,Lowest Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
357,8059009840,"Census Tract 98.40, Jefferson County, Colorado",Jefferson,3174,21,14.6,95% C.I.: 14.2 - 14.9,Middle Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
358,8059009836,"Census Tract 98.36, Jefferson County, Colorado",Jefferson,3227,21,15.2,95% C.I.: 14.8 - 15.6,Fourth Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
359,8115968300,"Census Tract 9683, Sedgwick County, Colorado",Sedgwick,1840,1,28.8,95% C.I.: 23.9 - 35.5,Highest Quintile,County/Regional Estimate 32.8% (95% C.I.: 18.3 - 47.3),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
360,8059010211,"Census Tract 102.11, Jefferson County, Colorado",Jefferson,2751,21,16.1,95% C.I.: 15.7 - 16.6,Highest Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
361,8059010307,"Census Tract 103.07, Jefferson County, Colorado",Jefferson,4031,21,14.2,95% C.I.: 13.7 - 14.7,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
362,8059010306,"Census Tract 103.06, Jefferson County, Colorado",Jefferson,2419,21,14.1,95% C.I.: 13.6 - 14.5,Second Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
363,8059009841,"Census Tract 98.41, Jefferson County, Colorado",Jefferson,1947,21,14.9,95% C.I.: 14.5 - 15.2,Fourth Quintile,County/Regional Estimate 14.6% (95% C.I.: 13.1 - 16.1),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
364,8095967600,"Census Tract 9676, Phillips County, Colorado",Phillips,2264,1,29.2,95% C.I.: 24.8 - 34.1,Highest Quintile,County/Regional Estimate 23.7% (95% C.I.: 14.7 - 32.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
365,8095967700,"Census Tract 9677, Phillips County, Colorado",Phillips,985,1,22.8,95% C.I.: 19.9 - 27.5,Lowest Quintile,County/Regional Estimate 23.7% (95% C.I.: 14.7 - 32.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
366,8013013003,"Census Tract 130.03, Boulder County, Colorado",Boulder,4703,16,8.5,95% C.I.: 8.2 - 8.9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
367,8013013401,"Census Tract 134.01, Boulder County, Colorado",Boulder,2658,16,13.3,95% C.I.: 12.6 - 14,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
368,8013013503,"Census Tract 135.03, Boulder County, Colorado",Boulder,4091,16,12.7,95% C.I.: 12.1 - 13.4,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
369,8013013006,"Census Tract 130.06, Boulder County, Colorado",Boulder,4446,16,9,95% C.I.: 8.6 - 9.4,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
370,8013012203,"Census Tract 122.03, Boulder County, Colorado",Boulder,6286,16,10.3,95% C.I.: 9.8 - 10.8,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
371,8013013402,"Census Tract 134.02, Boulder County, Colorado",Boulder,5844,16,12.9,95% C.I.: 12.4 - 13.5,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
372,8013013210,"Census Tract 132.10, Boulder County, Colorado",Boulder,3845,16,13.9,95% C.I.: 13.2 - 14.5,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
373,8013013302,"Census Tract 133.02, Boulder County, Colorado",Boulder,3943,16,12.3,95% C.I.: 11.7 - 12.8,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
374,8013013307,"Census Tract 133.07, Boulder County, Colorado",Boulder,3060,16,13.2,95% C.I.: 12.7 - 13.8,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
375,8013013308,"Census Tract 133.08, Boulder County, Colorado",Boulder,2851,16,12.8,95% C.I.: 12.2 - 13.4,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
376,8013012510,"Census Tract 125.10, Boulder County, Colorado",Boulder,3638,16,8.9,95% C.I.: 8.6 - 9.3,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
377,8013012907,"Census Tract 129.07, Boulder County, Colorado",Boulder,2608,16,9.6,95% C.I.: 9.2 - 10.1,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
378,8013013305,"Census Tract 133.05, Boulder County, Colorado",Boulder,4093,16,11.8,95% C.I.: 11.3 - 12.4,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
379,8013060900,"Census Tract 609, Boulder County, Colorado",Boulder,3707,16,10,95% C.I.: 9.6 - 10.5,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
380,8013012509,"Census Tract 125.09, Boulder County, Colorado",Boulder,2559,16,10.7,95% C.I.: 10.3 - 11.2,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
381,8013013208,"Census Tract 132.08, Boulder County, Colorado",Boulder,4640,16,9.7,95% C.I.: 9.4 - 10.1,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
382,8013012701,"Census Tract 127.01, Boulder County, Colorado",Boulder,4824,16,8.4,95% C.I.: 8.1 - 8.7,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
383,8013012507,"Census Tract 125.07, Boulder County, Colorado",Boulder,4023,16,8.1,95% C.I.: 7.7 - 8.5,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
384,8013012505,"Census Tract 125.05, Boulder County, Colorado",Boulder,3136,16,8.5,95% C.I.: 8.1 - 8.8,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
385,8013013201,"Census Tract 132.01, Boulder County, Colorado",Boulder,1307,16,10.5,95% C.I.: 10.1 - 11,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
386,8013013211,"Census Tract 132.11, Boulder County, Colorado",Boulder,4156,16,10.7,95% C.I.: 10.3 - 11.2,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
387,8013013207,"Census Tract 132.07, Boulder County, Colorado",Boulder,3612,16,9,95% C.I.: 8.6 - 9.4,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
388,8013012101,"Census Tract 121.01, Boulder County, Colorado",Boulder,3689,16,8.3,95% C.I.: 8 - 8.7,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
389,8013013205,"Census Tract 132.05, Boulder County, Colorado",Boulder,4307,16,10.1,95% C.I.: 9.7 - 10.6,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
390,8013013306,"Census Tract 133.06, Boulder County, Colorado",Boulder,3643,16,12.1,95% C.I.: 11.6 - 12.6,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
391,8013012201,"Census Tract 122.01, Boulder County, Colorado",Boulder,3663,16,7.8,95% C.I.: 7.5 - 8.1,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
392,8013012705,"Census Tract 127.05, Boulder County, Colorado",Boulder,3538,16,8.4,95% C.I.: 8 - 8.8,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
393,8013012708,"Census Tract 127.08, Boulder County, Colorado",Boulder,4157,16,9.1,95% C.I.: 8.8 - 9.5,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
394,8013013601,"Census Tract 136.01, Boulder County, Colorado",Boulder,3141,16,8.4,95% C.I.: 8.1 - 8.8,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
395,8013012710,"Census Tract 127.10, Boulder County, Colorado",Boulder,2778,16,10,95% C.I.: 9.6 - 10.4,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
396,8013013701,"Census Tract 137.01, Boulder County, Colorado",Boulder,5106,16,9,95% C.I.: 8.7 - 9.4,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
397,8013013702,"Census Tract 137.02, Boulder County, Colorado",Boulder,4970,16,8.6,95% C.I.: 8.2 - 8.9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
398,8013013202,"Census Tract 132.02, Boulder County, Colorado",Boulder,1257,16,8.6,95% C.I.: 8.3 - 9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
399,8013012204,"Census Tract 122.04, Boulder County, Colorado",Boulder,3951,16,8.5,95% C.I.: 8.1 - 8.9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
400,8013013602,"Census Tract 136.02, Boulder County, Colorado",Boulder,777,16,9.5,95% C.I.: 9.2 - 9.9,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
401,8013012903,"Census Tract 129.03, Boulder County, Colorado",Boulder,1904,16,9.9,95% C.I.: 9.5 - 10.3,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
402,8013012501,"Census Tract 125.01, Boulder County, Colorado",Boulder,2306,16,9.2,95% C.I.: 8.8 - 9.7,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
403,8013012603,"Census Tract 126.03, Boulder County, Colorado",Boulder,2875,16,8.6,95% C.I.: 8.3 - 9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
404,8013012511,"Census Tract 125.11, Boulder County, Colorado",Boulder,5712,16,8.5,95% C.I.: 8.1 - 9,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
405,8013012709,"Census Tract 127.09, Boulder County, Colorado",Boulder,1482,16,8.2,95% C.I.: 7.9 - 8.5,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
406,8075966300,"Census Tract 9663, Logan County, Colorado",Logan,3656,1,26.7,95% C.I.: 24.5 - 29.3,Fourth Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
407,8075966200,"Census Tract 9662, Logan County, Colorado",Logan,3442,1,24,95% C.I.: 21.7 - 27.1,Second Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
408,8075966100,"Census Tract 9661, Logan County, Colorado",Logan,5667,1,25.7,95% C.I.: 23.5 - 28.3,Fourth Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
409,8075966000,"Census Tract 9660, Logan County, Colorado",Logan,1659,1,25.4,95% C.I.: 23.2 - 27.8,Middle Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
410,8075966400,"Census Tract 9664, Logan County, Colorado",Logan,1690,1,21.9,95% C.I.: 20.1 - 24.8,Lowest Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
411,8075965900,"Census Tract 9659, Logan County, Colorado",Logan,1094,1,22.3,95% C.I.: 20.6 - 24.9,Lowest Quintile,County/Regional Estimate 27.3% (95% C.I.: 21.2 - 33.4),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
412,8013060800,"Census Tract 608, Boulder County, Colorado",Boulder,5673,16,12,95% C.I.: 11.4 - 12.6,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
413,8013013507,"Census Tract 135.07, Boulder County, Colorado",Boulder,2609,16,10,95% C.I.: 9.5 - 10.5,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
414,8013013505,"Census Tract 135.05, Boulder County, Colorado",Boulder,3129,16,16.5,95% C.I.: 15.7 - 17.3,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
415,8013013212,"Census Tract 132.12, Boulder County, Colorado",Boulder,3622,16,11.3,95% C.I.: 10.8 - 11.8,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
416,8013061300,"Census Tract 613, Boulder County, Colorado",Boulder,2412,16,8.4,95% C.I.: 8 - 8.8,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
417,8013061400,"Census Tract 614, Boulder County, Colorado",Boulder,2556,16,10.4,95% C.I.: 9.9 - 10.9,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
418,8013012607,"Census Tract 126.07, Boulder County, Colorado",Boulder,5238,16,7.4,95% C.I.: 7 - 7.9,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
419,8013013508,"Census Tract 135.08, Boulder County, Colorado",Boulder,5552,16,9.9,95% C.I.: 9.5 - 10.3,Middle Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
420,8013013506,"Census Tract 135.06, Boulder County, Colorado",Boulder,3357,16,12.2,95% C.I.: 11.6 - 12.7,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
421,8013013213,"Census Tract 132.13, Boulder County, Colorado",Boulder,5929,16,8.8,95% C.I.: 8.4 - 9.2,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
422,8013012608,"Census Tract 126.08, Boulder County, Colorado",Boulder,2203,16,8.1,95% C.I.: 7.8 - 8.5,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
423,8013060600,"Census Tract 606, Boulder County, Colorado",Boulder,4738,16,8.3,95% C.I.: 7.8 - 8.8,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
424,8013060700,"Census Tract 607, Boulder County, Colorado",Boulder,2479,16,10,95% C.I.: 9.6 - 10.4,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
425,8013013005,"Census Tract 130.05, Boulder County, Colorado",Boulder,2606,16,8.3,95% C.I.: 8 - 8.7,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
426,8013012508,"Census Tract 125.08, Boulder County, Colorado",Boulder,2856,16,7.4,95% C.I.: 7.1 - 7.8,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
427,8013012605,"Census Tract 126.05, Boulder County, Colorado",Boulder,1595,16,6.6,95% C.I.: 6.2 - 6.9,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
428,8013013004,"Census Tract 130.04, Boulder County, Colorado",Boulder,2608,16,8.4,95% C.I.: 8 - 8.8,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
429,8013012401,"Census Tract 124.01, Boulder County, Colorado",Boulder,5926,16,8.2,95% C.I.: 7.7 - 8.6,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
430,8013012300,"Census Tract 123, Boulder County, Colorado",Boulder,6788,16,7.3,95% C.I.: 6.9 - 7.8,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
431,8013012202,"Census Tract 122.02, Boulder County, Colorado",Boulder,5784,16,8.1,95% C.I.: 7.6 - 8.5,Lowest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
432,8013012102,"Census Tract 121.02, Boulder County, Colorado",Boulder,6008,16,8.8,95% C.I.: 8.5 - 9.2,Second Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
433,8013012105,"Census Tract 121.05, Boulder County, Colorado",Boulder,4286,16,11.4,95% C.I.: 11 - 11.9,Highest Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
434,8013012104,"Census Tract 121.04, Boulder County, Colorado",Boulder,1853,16,10.6,95% C.I.: 10.2 - 11.1,Fourth Quintile,County/Regional Estimate 10.2% (95% C.I.: 8.5 - 11.9),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
