OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HeartDisease_Census_Tract_Estimate,HeartDisease_Estimate_Confidence_Interval,HeartDisease_Map_Symbol_withinHSR,HeartDisease_County_Regional_Estimate,HeartDisease_Map_Symbol_State,HeartDisease_State_Estimate
675,8059011725,"Census Tract 117.25, Jefferson County, Colorado",Jefferson,1405,21,3.5,95% C.I.: 3.4 - 3.7,Fourth Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
676,8059011721,"Census Tract 117.21, Jefferson County, Colorado",Jefferson,2172,21,3.3,95% C.I.: 3.2 - 3.5,Fourth Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
677,8059012034,"Census Tract 120.34, Jefferson County, Colorado",Jefferson,2911,21,4,95% C.I.: 3.9 - 4.2,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
678,8059011710,"Census Tract 117.10, Jefferson County, Colorado",Jefferson,3213,21,2.8,95% C.I.: 2.7 - 3.1,Middle Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
679,8059011709,"Census Tract 117.09, Jefferson County, Colorado",Jefferson,2939,21,3,95% C.I.: 2.9 - 3.2,Middle Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
680,8059011726,"Census Tract 117.26, Jefferson County, Colorado",Jefferson,5120,21,3.2,95% C.I.: 3.1 - 3.4,Fourth Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
681,8059011601,"Census Tract 116.01, Jefferson County, Colorado",Jefferson,3020,21,2.4,95% C.I.: 2.3 - 2.7,Second Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
682,8059011731,"Census Tract 117.31, Jefferson County, Colorado",Jefferson,3312,21,2.2,95% C.I.: 2.1 - 2.4,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
683,8059011550,"Census Tract 115.50, Jefferson County, Colorado",Jefferson,4850,21,2.2,95% C.I.: 2.1 - 2.5,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
684,8059011300,"Census Tract 113, Jefferson County, Colorado",Jefferson,2536,21,2.4,95% C.I.: 2.3 - 2.7,Second Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
685,8059010702,"Census Tract 107.02, Jefferson County, Colorado",Jefferson,4537,21,1.9,95% C.I.: 1.8 - 2.1,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
686,8059010701,"Census Tract 107.01, Jefferson County, Colorado",Jefferson,3814,21,3.5,95% C.I.: 3.4 - 3.8,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
687,8059012043,"Census Tract 120.43, Jefferson County, Colorado",Jefferson,4358,21,2.7,95% C.I.: 2.6 - 2.9,Second Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
688,8059010502,"Census Tract 105.02, Jefferson County, Colorado",Jefferson,4233,21,3.6,95% C.I.: 3.5 - 3.8,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
689,8059010604,"Census Tract 106.04, Jefferson County, Colorado",Jefferson,1864,21,3,95% C.I.: 2.8 - 3.2,Middle Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
690,8059011000,"Census Tract 110, Jefferson County, Colorado",Jefferson,4723,21,2.8,95% C.I.: 2.7 - 3,Middle Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
691,8059010902,"Census Tract 109.02, Jefferson County, Colorado",Jefferson,2133,21,2,95% C.I.: 1.9 - 2.4,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
692,8059010801,"Census Tract 108.01, Jefferson County, Colorado",Jefferson,2190,21,3.8,95% C.I.: 3.7 - 4,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
693,8059010504,"Census Tract 105.04, Jefferson County, Colorado",Jefferson,2282,21,4.8,95% C.I.: 4.6 - 5,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
694,8059010503,"Census Tract 105.03, Jefferson County, Colorado",Jefferson,3670,21,4.1,95% C.I.: 3.9 - 4.3,Highest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
695,8059010403,"Census Tract 104.03, Jefferson County, Colorado",Jefferson,4070,21,2.5,95% C.I.: 2.4 - 2.7,Second Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
696,8059012044,"Census Tract 120.44, Jefferson County, Colorado",Jefferson,3158,21,2.4,95% C.I.: 2.2 - 2.7,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
697,8059010308,"Census Tract 103.08, Jefferson County, Colorado",Jefferson,4641,21,2.9,95% C.I.: 2.8 - 3.1,Middle Quintile,County/Regional Estimate 3% (95% C.I.: 2.5 - 3.5),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
698,8035014112,"Census Tract 141.12, Douglas County, Colorado",Douglas,3041,3,2.5,95% C.I.: 2.4 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
699,8035014110,"Census Tract 141.10, Douglas County, Colorado",Douglas,4210,3,2,95% C.I.: 1.9 - 2.2,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
700,8035014109,"Census Tract 141.09, Douglas County, Colorado",Douglas,2328,3,3.6,95% C.I.: 3.5 - 4,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
701,8035014108,"Census Tract 141.08, Douglas County, Colorado",Douglas,3567,3,2.6,95% C.I.: 2.5 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
702,8035014202,"Census Tract 142.02, Douglas County, Colorado",Douglas,1487,3,3.3,95% C.I.: 3.1 - 3.5,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
703,8035014116,"Census Tract 141.16, Douglas County, Colorado",Douglas,4737,3,1.3,95% C.I.: 1.2 - 1.7,Lowest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
704,8035014300,"Census Tract 143, Douglas County, Colorado",Douglas,698,3,4.4,95% C.I.: 4.2 - 4.7,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
705,8035014107,"Census Tract 141.07, Douglas County, Colorado",Douglas,2774,3,2.8,95% C.I.: 2.6 - 3,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
706,8035014122,"Census Tract 141.22, Douglas County, Colorado",Douglas,4962,3,2.9,95% C.I.: 2.8 - 3.2,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
707,8035014602,"Census Tract 146.02, Douglas County, Colorado",Douglas,2188,3,3.3,95% C.I.: 3.2 - 3.6,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
708,8035013901,"Census Tract 139.01, Douglas County, Colorado",Douglas,6007,3,3.1,95% C.I.: 2.9 - 3.5,Highest Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
709,8035014503,"Census Tract 145.03, Douglas County, Colorado",Douglas,4223,3,2.4,95% C.I.: 2.3 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
710,8035013909,"Census Tract 139.09, Douglas County, Colorado",Douglas,4640,3,2.5,95% C.I.: 2.4 - 2.8,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
711,8101003600,"Census Tract 36, Pueblo County, Colorado",Pueblo,1555,7,4.2,95% C.I.: 3.8 - 5,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
712,8101003500,"Census Tract 35, Pueblo County, Colorado",Pueblo,1697,7,5.6,95% C.I.: 5.1 - 6.6,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
713,8101002916,"Census Tract 29.16, Pueblo County, Colorado",Pueblo,2357,7,4.1,95% C.I.: 3.8 - 4.6,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
714,8101002914,"Census Tract 29.14, Pueblo County, Colorado",Pueblo,2439,7,3.6,95% C.I.: 3.3 - 4.2,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
715,8063962200,"Census Tract 9622, Kit Carson County, Colorado",Kit Carson,1005,5,2.3,95% C.I.: 1.7 - 5.3,Lowest Quintile,County/Regional Estimate 2.3% (95% C.I.: 0.4 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
716,8063962300,"Census Tract 9623, Kit Carson County, Colorado",Kit Carson,795,5,2.6,95% C.I.: 2 - 4.6,Second Quintile,County/Regional Estimate 2.3% (95% C.I.: 0.4 - 4.3),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
717,8063962100,"Census Tract 9621, Kit Carson County, Colorado",Kit Carson,4254,5,2,95% C.I.: 1.4 - 8.2,Lowest Quintile,County/Regional Estimate 2.3% (95% C.I.: 0.4 - 4.3),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
718,8101002912,"Census Tract 29.12, Pueblo County, Colorado",Pueblo,1413,7,3.9,95% C.I.: 3.6 - 4.6,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
719,8101980100,"Census Tract 9801, Pueblo County, Colorado",Pueblo,0,7,,,"No Estimate, Population < 50",County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),"No Estimate, Population < 50",State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
720,8101002917,"Census Tract 29.17, Pueblo County, Colorado",Pueblo,2326,7,3.6,95% C.I.: 3.3 - 4.1,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
721,8101003106,"Census Tract 31.06, Pueblo County, Colorado",Pueblo,1005,7,5.5,95% C.I.: 5 - 6,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
722,8101003105,"Census Tract 31.05, Pueblo County, Colorado",Pueblo,2575,7,4.3,95% C.I.: 4 - 4.8,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
723,8101002915,"Census Tract 29.15, Pueblo County, Colorado",Pueblo,1752,7,3.7,95% C.I.: 3.4 - 4.1,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
724,8101002918,"Census Tract 29.18, Pueblo County, Colorado",Pueblo,4846,7,3.6,95% C.I.: 3.3 - 4.1,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
725,8101002913,"Census Tract 29.13, Pueblo County, Colorado",Pueblo,2696,7,4.4,95% C.I.: 4.1 - 4.9,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
726,8101002911,"Census Tract 29.11, Pueblo County, Colorado",Pueblo,2035,7,4.3,95% C.I.: 4 - 4.8,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,0.6,95% C.I.: 0.5 - 1.1,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,4.8,95% C.I.: 4.4 - 6,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,4.9,95% C.I.: 4.4 - 5.7,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,4.6,95% C.I.: 4.2 - 5.5,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,4.2,95% C.I.: 3.8 - 4.8,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,3.9,95% C.I.: 3.5 - 4.8,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,5.6,95% C.I.: 5.1 - 6.4,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,4.4,95% C.I.: 4 - 5.2,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,5.1,95% C.I.: 4.7 - 5.8,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,3.3,95% C.I.: 3 - 4.2,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,4.8,95% C.I.: 4.4 - 5.3,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,4.3,95% C.I.: 3.9 - 5.5,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,4.2,95% C.I.: 3.8 - 5.9,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,4,95% C.I.: 3.6 - 5.1,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,4.8,95% C.I.: 4.4 - 5.7,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,3.5,95% C.I.: 3.2 - 4.2,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,4.4,95% C.I.: 4.1 - 4.9,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,4.6,95% C.I.: 4.1 - 5.2,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,5.2,95% C.I.: 4.8 - 5.8,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,3.7,95% C.I.: 3.4 - 4.8,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,4.2,95% C.I.: 3.8 - 4.8,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,3.5,95% C.I.: 3.2 - 4.2,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,3.9,95% C.I.: 3.6 - 5.5,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,3.2,95% C.I.: 2.9 - 4,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,5,95% C.I.: 4.5 - 5.7,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,3.9,95% C.I.: 3.5 - 4.3,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,4,95% C.I.: 3.6 - 4.7,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,5.4,95% C.I.: 5 - 6,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,4.1,95% C.I.: 3.8 - 5,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,4.9,95% C.I.: 4.4 - 5.7,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,3.7,95% C.I.: 3.4 - 4.6,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,4.8,95% C.I.: 4.4 - 5.3,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,4,95% C.I.: 3.6 - 4.7,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,4.2,95% C.I.: 3.9 - 4.7,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,3.7,95% C.I.: 3.4 - 5.3,Lowest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,4.8,95% C.I.: 4.4 - 5.2,Highest Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,4.4,95% C.I.: 3.9 - 5.3,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,4.4,95% C.I.: 4 - 5.1,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,4.3,95% C.I.: 3.9 - 4.9,Middle Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,4.4,95% C.I.: 4 - 4.9,Fourth Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,3.7,95% C.I.: 3.4 - 4.5,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,3.9,95% C.I.: 3.6 - 5,Second Quintile,County/Regional Estimate 4.3% (95% C.I.: 3.1 - 5.4),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,1.9,95% C.I.: 1.8 - 2.4,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,2.1,95% C.I.: 2 - 2.3,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,2.5,95% C.I.: 2.3 - 2.9,Fourth Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,2.1,95% C.I.: 1.9 - 2.3,Second Quintile,County/Regional Estimate 2.5% (95% C.I.: 1.8 - 3.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
