OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HealthStatus_Census_Tract_Estimate,HealthStatus_Estimate_Confidence_Interval,HealthStatus_Map_Symbol_withinHSR,HealthStatus_County_Regional_Estimate,HealthStatus_Map_Symbol_State,HealthStatus_State_Estimate
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,23.9,95% C.I.: 22.9 - 24.9,Lowest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,29.1,95% C.I.: 27.9 - 30.4,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,29.6,95% C.I.: 28.4 - 30.7,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,26.6,95% C.I.: 25.5 - 27.7,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,24.3,95% C.I.: 23.2 - 25.4,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,24.4,95% C.I.: 23.5 - 25.4,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,27.7,95% C.I.: 26.5 - 29.1,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,25,95% C.I.: 24 - 26.4,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,30.1,95% C.I.: 28.7 - 31.5,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,26.9,95% C.I.: 25.8 - 28.1,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,29.2,95% C.I.: 28 - 30.5,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,23.9,95% C.I.: 23.1 - 24.8,Lowest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,28.8,95% C.I.: 27.6 - 30.1,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,26.7,95% C.I.: 25.7 - 27.7,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,26.1,95% C.I.: 25.1 - 27.3,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,25,95% C.I.: 24 - 26.1,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,28.3,95% C.I.: 27.1 - 29.5,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,27.6,95% C.I.: 26.5 - 29,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,26,95% C.I.: 24.9 - 27.2,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,27.4,95% C.I.: 26.2 - 28.5,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,23.1,95% C.I.: 22.2 - 24,Lowest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,29.3,95% C.I.: 28.1 - 30.6,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,28,95% C.I.: 26.9 - 29,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,24.5,95% C.I.: 23.5 - 25.5,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,31.8,95% C.I.: 30.5 - 33.2,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,27.4,95% C.I.: 26.2 - 28.7,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,26.1,95% C.I.: 25.2 - 27.1,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,25.8,95% C.I.: 24.8 - 26.9,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,23.9,95% C.I.: 23 - 24.8,Lowest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,22.1,95% C.I.: 21 - 23.4,Lowest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,24,95% C.I.: 23.2 - 24.9,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,30,95% C.I.: 28.7 - 31.4,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,29.5,95% C.I.: 28.2 - 30.7,Highest Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,27,95% C.I.: 25.9 - 28.2,Fourth Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,26.2,95% C.I.: 25.2 - 27.2,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,26.2,95% C.I.: 25.2 - 27.3,Middle Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,24,95% C.I.: 23 - 25.1,Second Quintile,County/Regional Estimate 25.7% (95% C.I.: 22.7 - 28.6),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,6.9,95% C.I.: 6.5 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,7.2,95% C.I.: 6.9 - 7.5,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,7.7,95% C.I.: 7.3 - 8.1,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,7.2,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,7,95% C.I.: 6.6 - 7.4,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,7.3,95% C.I.: 7 - 7.6,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,7.6,95% C.I.: 7.2 - 8.1,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,7.7,95% C.I.: 7.3 - 8.1,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,7.2,95% C.I.: 6.8 - 7.6,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,7.7,95% C.I.: 7.4 - 8.1,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,8.1,95% C.I.: 7.8 - 8.5,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,7.4,95% C.I.: 7 - 7.8,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,7.3,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,6.9,95% C.I.: 6.5 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,6.8,95% C.I.: 6.5 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,6.8,95% C.I.: 6.5 - 7.2,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,7.9,95% C.I.: 7.5 - 8.3,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,7.1,95% C.I.: 6.7 - 7.6,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,7.9,95% C.I.: 7.6 - 8.3,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,7,95% C.I.: 6.7 - 7.4,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,7.7,95% C.I.: 7.3 - 8.1,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,7.4,95% C.I.: 7.1 - 7.8,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,7.5,95% C.I.: 7.2 - 7.8,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,8.7,95% C.I.: 8.3 - 9.2,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,7.5,95% C.I.: 7.1 - 7.9,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,8,95% C.I.: 7.6 - 8.4,Highest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",Douglas,3026,3,7.1,95% C.I.: 6.7 - 7.4,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",Douglas,3350,3,7.2,95% C.I.: 6.8 - 7.6,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",Douglas,2545,3,6.5,95% C.I.: 6 - 7.1,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",Douglas,2047,3,7.3,95% C.I.: 6.9 - 7.7,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",Douglas,3286,3,7.5,95% C.I.: 7.2 - 7.9,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",Douglas,2684,3,7,95% C.I.: 6.6 - 7.3,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
801,8035014013,"Census Tract 140.13, Douglas County, Colorado",Douglas,4223,3,7.1,95% C.I.: 6.8 - 7.5,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
802,8035014012,"Census Tract 140.12, Douglas County, Colorado",Douglas,5439,3,7.2,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
803,8035014008,"Census Tract 140.08, Douglas County, Colorado",Douglas,5193,3,6.9,95% C.I.: 6.6 - 7.3,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
804,8035014009,"Census Tract 140.09, Douglas County, Colorado",Douglas,2689,3,6.5,95% C.I.: 6.2 - 6.9,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
805,8035014010,"Census Tract 140.10, Douglas County, Colorado",Douglas,4140,3,6.8,95% C.I.: 6.4 - 7.2,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
806,8035013911,"Census Tract 139.11, Douglas County, Colorado",Douglas,4958,3,7.5,95% C.I.: 7.2 - 7.9,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
807,8035014123,"Census Tract 141.23, Douglas County, Colorado",Douglas,2548,3,6.9,95% C.I.: 6.6 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
808,8035014504,"Census Tract 145.04, Douglas County, Colorado",Douglas,3576,3,7.4,95% C.I.: 7 - 7.8,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
809,8035013908,"Census Tract 139.08, Douglas County, Colorado",Douglas,5773,3,7.7,95% C.I.: 7.4 - 8,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
810,8035013907,"Census Tract 139.07, Douglas County, Colorado",Douglas,3677,3,7.7,95% C.I.: 7.3 - 8.1,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
811,8035013905,"Census Tract 139.05, Douglas County, Colorado",Douglas,2733,3,6.7,95% C.I.: 6.4 - 7,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
812,8035013904,"Census Tract 139.04, Douglas County, Colorado",Douglas,3372,3,6.9,95% C.I.: 6.5 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
813,8035014001,"Census Tract 140.01, Douglas County, Colorado",Douglas,5783,3,6.9,95% C.I.: 6.5 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
814,8035014115,"Census Tract 141.15, Douglas County, Colorado",Douglas,3423,3,7.3,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
815,8035014114,"Census Tract 141.14, Douglas County, Colorado",Douglas,2660,3,6.9,95% C.I.: 6.6 - 7.3,Lowest Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
816,8035014113,"Census Tract 141.13, Douglas County, Colorado",Douglas,2233,3,7.4,95% C.I.: 7 - 7.9,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 6.2 - 9.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
817,8009964600,"Census Tract 9646, Baca County, Colorado",Baca,1294,6,23.7,95% C.I.: 20 - 28.3,Fourth Quintile,County/Regional Estimate 16.2% (95% C.I.: 8.5 - 24),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
818,8009964700,"Census Tract 9647, Baca County, Colorado",Baca,1537,6,22.4,95% C.I.: 18.8 - 27.4,Middle Quintile,County/Regional Estimate 16.2% (95% C.I.: 8.5 - 24),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
819,8019014700,"Census Tract 147, Clear Creek County, Colorado",Clear Creek,4111,17,16.9,95% C.I.: 15 - 20.4,Highest Quintile,County/Regional Estimate 17.5% (95% C.I.: 8.1 - 27),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
820,8019014800,"Census Tract 148, Clear Creek County, Colorado",Clear Creek,1457,17,16.4,95% C.I.: 13.9 - 20.2,Highest Quintile,County/Regional Estimate 17.5% (95% C.I.: 8.1 - 27),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
821,8119010202,"Census Tract 102.02, Teller County, Colorado",Teller,561,17,13.3,95% C.I.: 12 - 15.2,Middle Quintile,County/Regional Estimate 13.5% (95% C.I.: 8 - 19.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
822,8119010201,"Census Tract 102.01, Teller County, Colorado",Teller,2124,17,11.7,95% C.I.: 10.5 - 13.8,Middle Quintile,County/Regional Estimate 13.5% (95% C.I.: 8 - 19.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
823,8119010105,"Census Tract 101.05, Teller County, Colorado",Teller,4651,17,11.6,95% C.I.: 10.4 - 13.2,Middle Quintile,County/Regional Estimate 13.5% (95% C.I.: 8 - 19.1),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
824,8119010104,"Census Tract 101.04, Teller County, Colorado",Teller,1694,17,14.2,95% C.I.: 12.8 - 15.8,Fourth Quintile,County/Regional Estimate 13.5% (95% C.I.: 8 - 19.1),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
