OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Fluvax_Census_Tract_Estimate,Fluvax_Estimate_Confidence_Interval,Fluvax_Map_Symbol_withinHSR,Fluvax_County_Regional_Estimate,Fluvax_Map_Symbol_State,Fluvax_State_Estimate
433,8013012105,"Census Tract 121.05, Boulder County, Colorado",Boulder,4286,16,43,95% C.I.: 42.3 - 43.7,Fourth Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
434,8013012104,"Census Tract 121.04, Boulder County, Colorado",Boulder,1853,16,49.8,95% C.I.: 49.2 - 50.5,Lowest Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
435,8013012904,"Census Tract 129.04, Boulder County, Colorado",Boulder,4561,16,46.3,95% C.I.: 45.6 - 46.9,Second Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
436,8013012707,"Census Tract 127.07, Boulder County, Colorado",Boulder,2015,16,42.3,95% C.I.: 41.5 - 43.1,Fourth Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
437,8013012905,"Census Tract 129.05, Boulder County, Colorado",Boulder,2166,16,45.2,95% C.I.: 44.4 - 46,Second Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
438,8013012103,"Census Tract 121.03, Boulder County, Colorado",Boulder,3210,16,44.7,95% C.I.: 44 - 45.4,Middle Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
439,8013012800,"Census Tract 128, Boulder County, Colorado",Boulder,8601,16,44,95% C.I.: 43.4 - 44.7,Middle Quintile,County/Regional Estimate 45.8% (95% C.I.: 42.9 - 48.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
440,8123001412,"Census Tract 14.12, Weld County, Colorado",Weld,2012,18,43.7,95% C.I.: 42.7 - 44.5,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
441,8123001407,"Census Tract 14.07, Weld County, Colorado",Weld,1905,18,39.4,95% C.I.: 38.8 - 40.1,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
442,8123001408,"Census Tract 14.08, Weld County, Colorado",Weld,1625,18,45.2,95% C.I.: 44.2 - 46.1,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
443,8123001405,"Census Tract 14.05, Weld County, Colorado",Weld,3092,18,40.2,95% C.I.: 39.4 - 41,Fourth Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
444,8123001406,"Census Tract 14.06, Weld County, Colorado",Weld,4144,18,41.6,95% C.I.: 40.7 - 42.5,Middle Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
445,8123001414,"Census Tract 14.14, Weld County, Colorado",Weld,1626,18,41.9,95% C.I.: 41.1 - 42.7,Middle Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
446,8123001003,"Census Tract 10.03, Weld County, Colorado",Weld,2920,18,41.3,95% C.I.: 40.1 - 42.4,Fourth Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
447,8123002207,"Census Tract 22.07, Weld County, Colorado",Weld,1993,18,40.1,95% C.I.: 39.4 - 40.7,Fourth Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
448,8123002009,"Census Tract 20.09, Weld County, Colorado",Weld,1182,18,43.8,95% C.I.: 43.1 - 44.4,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
449,8123001908,"Census Tract 19.08, Weld County, Colorado",Weld,1930,18,44,95% C.I.: 43 - 45,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
450,8123002010,"Census Tract 20.10, Weld County, Colorado",Weld,1854,18,40,95% C.I.: 39.2 - 40.8,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
451,8123001906,"Census Tract 19.06, Weld County, Colorado",Weld,1268,18,42,95% C.I.: 41.2 - 42.9,Middle Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
452,8123002103,"Census Tract 21.03, Weld County, Colorado",Weld,6950,18,42,95% C.I.: 41.2 - 42.7,Middle Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
453,8123001410,"Census Tract 14.10, Weld County, Colorado",Weld,2690,18,50.4,95% C.I.: 49.5 - 51.2,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
454,8123002208,"Census Tract 22.08, Weld County, Colorado",Weld,3859,18,40.3,95% C.I.: 39.6 - 41,Fourth Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
455,8123001417,"Census Tract 14.17, Weld County, Colorado",Weld,1913,18,43.3,95% C.I.: 42.3 - 44.3,Second Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
456,8123001416,"Census Tract 14.16, Weld County, Colorado",Weld,1995,18,43.6,95% C.I.: 42.8 - 44.4,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
457,8123001005,"Census Tract 10.05, Weld County, Colorado",Weld,5057,18,40.2,95% C.I.: 39.3 - 41.2,Fourth Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
458,8123001004,"Census Tract 10.04, Weld County, Colorado",Weld,3098,18,39.9,95% C.I.: 38.8 - 41,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
459,8123000705,"Census Tract 7.05, Weld County, Colorado",Weld,1239,18,45.3,95% C.I.: 44.3 - 46.3,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
460,8123000800,"Census Tract 8, Weld County, Colorado",Weld,2959,18,37.7,95% C.I.: 36.8 - 38.7,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
461,8123000200,"Census Tract 2, Weld County, Colorado",Weld,3607,18,35.4,95% C.I.: 34.5 - 36.3,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
462,8123000100,"Census Tract 1, Weld County, Colorado",Weld,2093,18,45.2,95% C.I.: 44.1 - 46.3,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
463,8123000300,"Census Tract 3, Weld County, Colorado",Weld,2327,18,36.6,95% C.I.: 35.9 - 37.5,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
464,8123000900,"Census Tract 9, Weld County, Colorado",Weld,2215,18,44.8,95% C.I.: 44 - 45.6,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
465,8123000402,"Census Tract 4.02, Weld County, Colorado",Weld,2894,18,39.5,95% C.I.: 38.6 - 40.4,Highest Qunitile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
466,8123001202,"Census Tract 12.02, Weld County, Colorado",Weld,2085,18,47.1,95% C.I.: 46 - 48,Lowest Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
467,8123001300,"Census Tract 13, Weld County, Colorado",Weld,5568,18,42.3,95% C.I.: 41.3 - 43.4,Middle Quintile,County/Regional Estimate 41.9% (95% C.I.: 39.2 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
