OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,NoCheckUp_Census_Tract_Estimate,NoCheckUp_Estimate_Confidence_Interval,NoCheckUp_Map_Symbol_withinHSR,NoCheckUp_County_Regional_Estimate,NoCheckUp_Map_Symbol_State,NoCheckUp_State_Estimate
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,36,95% C.I.: 34.9 - 37.2,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,26.7,95% C.I.: 25.6 - 28,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,28,95% C.I.: 26.9 - 29.2,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,29.6,95% C.I.: 28.4 - 30.9,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,29.7,95% C.I.: 28.7 - 30.8,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,31.6,95% C.I.: 30.4 - 32.8,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,27.6,95% C.I.: 26.5 - 28.8,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,29.9,95% C.I.: 28.6 - 31.2,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,26.5,95% C.I.: 25.5 - 27.6,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,31.6,95% C.I.: 30.5 - 32.8,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,29.8,95% C.I.: 28.8 - 30.7,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,29.4,95% C.I.: 28.1 - 30.8,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,27.5,95% C.I.: 26.4 - 28.9,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,32,95% C.I.: 30.6 - 33.5,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,26.3,95% C.I.: 25.3 - 27.5,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,31.7,95% C.I.: 30.5 - 33,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,29.9,95% C.I.: 29 - 30.8,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,29.2,95% C.I.: 28 - 30.3,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,27.9,95% C.I.: 27 - 28.9,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,28.7,95% C.I.: 27.6 - 29.9,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,31.4,95% C.I.: 30.3 - 32.5,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,33.2,95% C.I.: 32 - 34.5,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,30.1,95% C.I.: 28.9 - 31.6,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,32.5,95% C.I.: 31.3 - 33.8,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,29.6,95% C.I.: 28.5 - 30.8,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,31.4,95% C.I.: 30.5 - 32.4,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,31.2,95% C.I.: 30 - 32.5,Fourth Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,27,95% C.I.: 26 - 28.1,Lowest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,28.4,95% C.I.: 27.5 - 29.5,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,28.8,95% C.I.: 27.6 - 30.1,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,29.7,95% C.I.: 28.6 - 30.9,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,30.4,95% C.I.: 29.5 - 31.4,Fourth Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,30.2,95% C.I.: 29.2 - 31.4,Fourth Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,29.9,95% C.I.: 29 - 30.8,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,33.4,95% C.I.: 31.9 - 35,Highest Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,28.5,95% C.I.: 27.6 - 29.3,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,29.9,95% C.I.: 28.6 - 31.3,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,30.3,95% C.I.: 29.1 - 31.5,Fourth Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,30.2,95% C.I.: 29 - 31.3,Fourth Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,29.6,95% C.I.: 28.6 - 30.6,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,29.8,95% C.I.: 28.7 - 31,Middle Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,29.5,95% C.I.: 28.4 - 30.7,Second Quintile,County/Regional Estimate 29.2% (95% C.I.: 26.1 - 32.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,30.7,95% C.I.: 29.9 - 31.5,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,30.3,95% C.I.: 29.8 - 30.9,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,31.6,95% C.I.: 30.9 - 32.2,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,31.1,95% C.I.: 30.5 - 31.7,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,31.6,95% C.I.: 30.9 - 32.3,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,30.6,95% C.I.: 30 - 31.2,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,31.1,95% C.I.: 30.4 - 31.8,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,29.6,95% C.I.: 29 - 30.2,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,31.9,95% C.I.: 31.1 - 32.7,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,29.2,95% C.I.: 28.6 - 29.7,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,28.3,95% C.I.: 27.7 - 28.9,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,30.7,95% C.I.: 30.1 - 31.4,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,31.7,95% C.I.: 31 - 32.4,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,31.4,95% C.I.: 30.8 - 32.1,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,30.9,95% C.I.: 30.2 - 31.7,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,30.3,95% C.I.: 29.6 - 31.1,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,29.4,95% C.I.: 28.7 - 30.2,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,30.1,95% C.I.: 29.4 - 31,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,30.7,95% C.I.: 30 - 31.3,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,30.8,95% C.I.: 30.1 - 31.5,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,31.9,95% C.I.: 31.2 - 32.6,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,31.6,95% C.I.: 30.9 - 32.3,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,31.3,95% C.I.: 30.8 - 31.9,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,27.7,95% C.I.: 27 - 28.4,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,32.2,95% C.I.: 31.5 - 32.9,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,30.6,95% C.I.: 29.9 - 31.3,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",Douglas,3026,3,30.3,95% C.I.: 29.7 - 30.9,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",Douglas,3350,3,31.2,95% C.I.: 30.5 - 31.9,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",Douglas,2545,3,32.8,95% C.I.: 31.8 - 33.8,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",Douglas,2047,3,31.3,95% C.I.: 30.5 - 32.2,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",Douglas,3286,3,29.7,95% C.I.: 29.1 - 30.4,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",Douglas,2684,3,31.1,95% C.I.: 30.4 - 31.8,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
801,8035014013,"Census Tract 140.13, Douglas County, Colorado",Douglas,4223,3,30.6,95% C.I.: 30 - 31.2,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
802,8035014012,"Census Tract 140.12, Douglas County, Colorado",Douglas,5439,3,30.5,95% C.I.: 29.8 - 31.2,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
803,8035014008,"Census Tract 140.08, Douglas County, Colorado",Douglas,5193,3,30.4,95% C.I.: 29.7 - 31.1,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
804,8035014009,"Census Tract 140.09, Douglas County, Colorado",Douglas,2689,3,31.2,95% C.I.: 30.5 - 31.9,Fourth Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
805,8035014010,"Census Tract 140.10, Douglas County, Colorado",Douglas,4140,3,31.7,95% C.I.: 30.9 - 32.5,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
806,8035013911,"Census Tract 139.11, Douglas County, Colorado",Douglas,4958,3,30.6,95% C.I.: 30 - 31.2,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
807,8035014123,"Census Tract 141.23, Douglas County, Colorado",Douglas,2548,3,29.2,95% C.I.: 28.5 - 30,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
808,8035014504,"Census Tract 145.04, Douglas County, Colorado",Douglas,3576,3,29.5,95% C.I.: 28.8 - 30.2,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
809,8035013908,"Census Tract 139.08, Douglas County, Colorado",Douglas,5773,3,29.5,95% C.I.: 29 - 30.1,Lowest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
810,8035013907,"Census Tract 139.07, Douglas County, Colorado",Douglas,3677,3,30.5,95% C.I.: 29.8 - 31.2,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
811,8035013905,"Census Tract 139.05, Douglas County, Colorado",Douglas,2733,3,29.8,95% C.I.: 29.2 - 30.4,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
812,8035013904,"Census Tract 139.04, Douglas County, Colorado",Douglas,3372,3,30.2,95% C.I.: 29.5 - 30.9,Second Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
813,8035014001,"Census Tract 140.01, Douglas County, Colorado",Douglas,5783,3,32.2,95% C.I.: 31.3 - 33,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
814,8035014115,"Census Tract 141.15, Douglas County, Colorado",Douglas,3423,3,30.4,95% C.I.: 29.7 - 31.1,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
815,8035014114,"Census Tract 141.14, Douglas County, Colorado",Douglas,2660,3,30.7,95% C.I.: 30 - 31.4,Middle Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
816,8035014113,"Census Tract 141.13, Douglas County, Colorado",Douglas,2233,3,32.2,95% C.I.: 31.5 - 33,Highest Quintile,County/Regional Estimate 30.6% (95% C.I.: 27.8 - 33.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
817,8009964600,"Census Tract 9646, Baca County, Colorado",Baca,1294,6,40.8,95% C.I.: 36.7 - 45.5,Highest Quintile,County/Regional Estimate 43.8% (95% C.I.: 29.7 - 58),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
818,8009964700,"Census Tract 9647, Baca County, Colorado",Baca,1537,6,43.2,95% C.I.: 38.8 - 48.3,Highest Quintile,County/Regional Estimate 43.8% (95% C.I.: 29.7 - 58),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
819,8019014700,"Census Tract 147, Clear Creek County, Colorado",Clear Creek,4111,17,24.4,95% C.I.: 21.6 - 28,Lowest Quintile,County/Regional Estimate 29.9% (95% C.I.: 18.7 - 41),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
